Study;Subsample;Clusters;Pairs;Measure;MonoN;MonoMean;MonoSD;BiN;BiMean;BiSD;Year_0f_Publication;Peer;Country;Sample description;L1;L2;LanguagePair;AgeGroup;B_AgeM;B_AgeSD;M_AgeM;M_AgeSD;AoA_early;AoA_child;Prof_L2;Immigrant;IQ_match;Educ_match;Vocab_match;Stimuli;StimulusMaterial;TestingLanguage;Task;Domain;TaskMeasure;MeasureType;TaskVersion;RT/ACC;Reverse 
Woumans et al. (2015);2;207;260;88;34;17,7;6,1;30;20,2;7,3;2015;peer;BE;Young adults;FRE;DUT;other;younger;22,3;2,8;22,1;1,4;other;child;other;Three;1;1;NA;Animals, vegetables, professions (counterbalanced) (Dutch/L1 and L2);V;0;CategoryFluency;Fluency;CategoryFluency;CategoryFluency;CategoryFluency;3;reversed
Woumans et al. (2015);2;207;260;187;30;93;45;34;88;26;2015;peer;BE;Young adults;FRE;DUT;other;younger;22,3;2,8;22,1;1,4;other;child;other;Three;1;1;NA;Arrows;NV;NA;Flanker;Inhibition;FlankerInhibition;Effect;ANT;1;
Woumans et al. (2015);2;207;260;452;30;38;18;34;29;12;2015;peer;BE;Young adults;FRE;DUT;other;younger;22,3;2,8;22,1;1,4;other;child;other;Three;1;1;NA;Coloured dots;NV;NA;Simon;Inhibition;SimonInhibition;Effect;SimonColors;1;
Woumans et al. (2015);2;207;260;188;30;566;64;34;518;60;2015;peer;BE;Young adults;FRE;DUT;other;younger;22,3;2,8;22,1;1,4;other;child;other;Three;1;1;NA;Arrows;NV;NA;Flanker;Monitoring;FlankerMonitoring;GlobalRT;ANT;1;
Woumans et al. (2015);2;207;260;453;30;402;64;34;407;54;2015;peer;BE;Young adults;FRE;DUT;other;younger;22,3;2,8;22,1;1,4;other;child;other;Three;1;1;NA;Coloured dots;NV;NA;Simon;Monitoring;SimonMonitoring;GlobalRT;SimonColors;1;
Woumans et al. (2015);3;207;261;189;30;38;30;28;65;23;2015;peer;BE;Interpreter students;FRE;DUT;other;younger;22,5;1,7;22,1;1,4;other;child;other;Three;1;1;NA;Arrows;NV;NA;Flanker;Attention;FlankerOrienting;Effect;ANT;1;
Woumans et al. (2015);3;207;261;89;28;18,2;4,4;30;20,2;7,3;2015;peer;BE;Interpreter students;FRE;DUT;other;younger;22,5;1,7;22,1;1,4;other;child;other;Three;1;1;NA;Animals, vegetables, professions (counterbalanced) (Dutch/L1 and L2);V;0;CategoryFluency;Fluency;CategoryFluency;CategoryFluency;CategoryFluency;3;reversed
Woumans et al. (2015);3;207;261;190;30;93;45;28;91;34;2015;peer;BE;Interpreter students;FRE;DUT;other;younger;22,5;1,7;22,1;1,4;other;child;other;Three;1;1;NA;Arrows;NV;NA;Flanker;Inhibition;FlankerInhibition;Effect;ANT;1;
Woumans et al. (2015);3;207;261;454;30;38;18;28;28;21;2015;peer;BE;Interpreter students;FRE;DUT;other;younger;22,5;1,7;22,1;1,4;other;child;other;Three;1;1;NA;Coloured dots;NV;NA;Simon;Inhibition;SimonInhibition;Effect;SimonColors;1;
Woumans et al. (2015);3;207;261;191;30;566;64;28;542;50;2015;peer;BE;Interpreter students;FRE;DUT;other;younger;22,5;1,7;22,1;1,4;other;child;other;Three;1;1;NA;Arrows;NV;NA;Flanker;Monitoring;FlankerMonitoring;GlobalRT;ANT;1;
Woumans et al. (2015);3;207;261;455;30;402;64;28;423;38;2015;peer;BE;Interpreter students;FRE;DUT;other;younger;22,5;1,7;22,1;1,4;other;child;other;Three;1;1;NA;Coloured dots;NV;NA;Simon;Monitoring;SimonMonitoring;GlobalRT;SimonColors;1;
Xie & Dong (2015);1;209;263;226;32;40,36;40,42;33;46,95;38,1;2015;peer;CHN;University students and graduates;CHI;ENG;EngChi;younger;21,7;0,8;21,5;3,6;NA;NA;other;Three;1;2;NA;Chevrons and diamonds;NV;NA;Flanker;Inhibition;FlankerInhibition;Effect;Flanker;1;
Xie & Dong (2015);1;209;263;650;31;-9,25;70,54;32;-9,44;53,26;2015;peer;CHN;University students and graduates;CHI;ENG;EngChi;younger;21,7;0,8;21,5;3,6;NA;NA;other;Three;1;2;NA;Odd or even digits, shapes (no information on language);V;0;Stroop;Inhibition;StroopInhibition;Effect;NumericalStroop;1;
Xie & Dong (2015);1;209;263;227;32;556,4;92,96;33;549,43;85,75;2015;peer;CHN;University students and graduates;CHI;ENG;EngChi;younger;21,7;0,8;21,5;3,6;NA;NA;other;Three;1;2;NA;Chevrons and diamonds;NV;NA;Flanker;Monitoring;FlankerMonitoring;GlobalRT;Flanker;1;
Xie & Dong (2015);1;209;263;651;31;709,15;99,75;32;728,48;100,22;2015;peer;CHN;University students and graduates;CHI;ENG;EngChi;younger;21,7;0,8;21,5;3,6;NA;NA;other;Three;1;2;NA;Odd or even digits, shapes (no information on language);V;0;Stroop;Monitoring;StroopMonitoring;GlobalRT;NumericalStroop;1;
Xie & Dong (2015);1;209;263;888;32;54,4;15,4;33;36,8;14,6;2015;peer;CHN;University students and graduates;CHI;ENG;EngChi;younger;21,7;0,8;21,5;3,6;NA;NA;other;Three;1;2;NA;Cards with shapes;V;0;WisconsinCardSorting;Shifting;WisconsinCardSorting;PerseverativeErr;WisconsinCardSorting;3;
Xie & Dong (2015);2;209;264;228;32;40,36;40,42;28;43,79;22,88;2015;peer;CHN;University students and graduates;CHI;ENG;EngChi;younger;21,2;2,3;21,5;3,6;NA;NA;other;Three;1;2;NA;Chevrons and diamonds;NV;NA;Flanker;Inhibition;FlankerInhibition;Effect;Flanker;1;
Xie & Dong (2015);2;209;264;652;31;-9,25;70,54;25;10,59;42,14;2015;peer;CHN;University students and graduates;CHI;ENG;EngChi;younger;21,2;2,3;21,5;3,6;NA;NA;other;Three;1;2;NA;Odd or even digits, shapes (no information on language);V;0;Stroop;Inhibition;StroopInhibition;Effect;NumericalStroop;1;
Xie & Dong (2015);2;209;264;229;32;556,4;92,96;28;489,07;51,55;2015;peer;CHN;University students and graduates;CHI;ENG;EngChi;younger;21,2;2,3;21,5;3,6;NA;NA;other;Three;1;2;NA;Chevrons and diamonds;NV;NA;Flanker;Monitoring;FlankerMonitoring;GlobalRT;Flanker;1;
Xie & Dong (2015);2;209;264;653;31;709,15;99,75;25;661,38;72,33;2015;peer;CHN;University students and graduates;CHI;ENG;EngChi;younger;21,2;2,3;21,5;3,6;NA;NA;other;Three;1;2;NA;Odd or even digits, shapes (no information on language);V;0;Stroop;Monitoring;StroopMonitoring;GlobalRT;NumericalStroop;1;
Xie & Dong (2015);2;209;264;889;32;54,4;15,4;30;37,7;16,1;2015;peer;CHN;University students and graduates;CHI;ENG;EngChi;younger;21,2;2,3;21,5;3,6;NA;NA;other;Three;1;2;NA;Cards with shapes;V;0;WisconsinCardSorting;Shifting;WisconsinCardSorting;PerseverativeErr;WisconsinCardSorting;3;
Yang & Yang (2015);1;211;266;17;12;0,43;0,11;25;0,38;0,17;2015;peer;USA;University students;ENG;KOR;EngKor;younger;22,1;3,97;22,1;3,7;other;other;high;One;NA;1;NA;6 target words (L2);V;2;ComplexSpan;WM;ComplexSpan;ComplexSpan;StroopSpan;2;reversed
Yang & Yang (2015);1;211;266;17;12;0,92;0,11;25;0,95;0,09;2015;peer;USA;University students;ENG;KOR;EngKor;younger;22,1;3,97;22,1;3,7;other;other;high;One;NA;1;NA;3 target words (L2);V;2;ComplexSpan;WM;ComplexSpan;ComplexSpan;StroopSpan;2;reversed
Yang & Yang (2015);1;211;266;17;12;0,74;0,15;25;0,65;0,16;2015;peer;USA;University students;ENG;KOR;EngKor;younger;22,1;3,97;22,1;3,7;other;other;high;One;NA;1;NA;3 target words (L2);V;2;ComplexSpan;WM;ComplexSpan;ComplexSpan;StroopSpan;2;reversed
Yang & Yang (2015);1;211;266;17;12;0,52;0,12;25;0,6;0,16;2015;peer;USA;University students;ENG;KOR;EngKor;younger;22,1;3,97;22,1;3,7;other;other;high;One;NA;1;NA;6 target words (L2);V;2;ComplexSpan;WM;ComplexSpan;ComplexSpan;StroopSpan;2;reversed
Yang & Yang (2015);1;211;266;20;12;0,91;0,08;25;0,91;0,08;2015;peer;USA;University students;ENG;KOR;EngKor;younger;22,1;3,97;22,1;3,7;other;other;high;One;NA;1;NA;3 target words (L2);V;2;ComplexSpan;WM;ComplexSpan;ComplexSpan;OperationSpan;2;reversed
Yang & Yang (2015);1;211;266;20;12;0,58;0,11;25;0,59;0,13;2015;peer;USA;University students;ENG;KOR;EngKor;younger;22,1;3,97;22,1;3,7;other;other;high;One;NA;1;NA;6 target words (L2);V;2;ComplexSpan;WM;ComplexSpan;ComplexSpan;OperationSpan;2;reversed
Yang & Yang (2015);2;211;267;20;14;0,6;0,13;25;0,59;0,13;2015;peer;USA;University students;ENG;KOR;EngKor;younger;22;3,74;22,1;3,7;other;other;high;One;NA;1;NA;6 target words (L2);V;2;ComplexSpan;WM;ComplexSpan;ComplexSpan;OperationSpan;2;reversed
Yang & Yang (2015);2;211;267;20;14;0,83;0,15;25;0,91;0,08;2015;peer;USA;University students;ENG;KOR;EngKor;younger;22;3,74;22,1;3,7;other;other;high;One;NA;1;NA;3 target words (L2);V;2;ComplexSpan;WM;ComplexSpan;ComplexSpan;OperationSpan;2;reversed
Yang & Yang (2015);2;211;267;18;14;0,77;0,14;25;0,65;0,16;2015;peer;USA;University students;ENG;KOR;EngKor;younger;22;3,74;22,1;3,7;other;other;high;One;NA;1;NA;3 target words (L2);V;2;ComplexSpan;WM;ComplexSpan;ComplexSpan;StroopSpan;2;reversed
Yang & Yang (2015);2;211;267;18;14;0,64;0,14;25;0,6;0,16;2015;peer;USA;University students;ENG;KOR;EngKor;younger;22;3,74;22,1;3,7;other;other;high;One;NA;1;NA;6 target words (L2);V;2;ComplexSpan;WM;ComplexSpan;ComplexSpan;StroopSpan;2;reversed
Yang & Yang (2015);2;211;267;18;14;0,52;0,14;25;0,38;0,17;2015;peer;USA;University students;ENG;KOR;EngKor;younger;22;3,74;22,1;3,7;other;other;high;One;NA;1;NA;6 target words (L2);V;2;ComplexSpan;WM;ComplexSpan;ComplexSpan;StroopSpan;2;reversed
Yang & Yang (2015);2;211;267;18;14;0,9;0,13;25;0,95;0,09;2015;peer;USA;University students;ENG;KOR;EngKor;younger;22;3,74;22,1;3,7;other;other;high;One;NA;1;NA;3 target words (L2);V;2;ComplexSpan;WM;ComplexSpan;ComplexSpan;StroopSpan;2;reversed
Yang (2015);1;213;269;456;20;39,82;29,23;20;30,51;36,41;2015;other;USA&KOR;University students;KOR;ENG;EngKor;younger;24,45;4,07;24,5;4,01;other;other;other;One;1;1;NA;Squares/2 colours;NV;NA;Simon;Inhibition;SimonInhibition;Effect;SimonColors;1;
Yang (2015);1;213;269;457;20;423,94;87,44;20;421,02;65,3;2015;other;USA&KOR;University students;KOR;ENG;EngKor;younger;24,45;4,07;24,5;4,01;other;other;other;One;1;1;NA;Squares/2 colours;NV;NA;Simon;Monitoring;SimonMonitoring;Congruent;SimonColors;1;
Yang (2015);1;213;269;877;20;12;4,23;20;9,05;2,68;2015;other;USA&KOR;University students;KOR;ENG;EngKor;younger;24,45;4,07;24,5;4,01;other;other;other;One;1;1;NA;Colours and shapes;V;0;WisconsinCardSorting;Shifting;WisconsinCardSorting;PerseverativeErr;WisconsinCardSorting;3;
Yang (2015);1;213;269;487;20;75,35;24,15;20;78,65;21,52;2015;other;USA&KOR;University students;KOR;ENG;EngKor;younger;24,45;4,07;24,5;4,01;other;other;other;One;1;1;NA;Blue and yellow blocks;NV;NA;SimpleSpan;WM;SimpleSpan;All;Corsi;3;reversed
Yang (2015);1;213;269;595;20;8,5;1,1;20;7,6;1,04;2015;other;USA&KOR;University students;KOR;ENG;EngKor;younger;24,45;4,07;24,5;4,01;other;other;other;One;1;1;NA;Digits L1 (visual);V;1;SimpleSpan;WM;SimpleSpan;Backward;DigitSpan;3;reversed
Yang (2015);1;213;269;597;20;9,6;1,19;20;8,82;1,23;2015;other;USA&KOR;University students;KOR;ENG;EngKor;younger;24,45;4,07;24,5;4,01;other;other;other;One;1;1;NA;Digits L1 (auditory);V;1;SimpleSpan;WM;SimpleSpan;Forward;DigitSpan;3;reversed
Yang (2015);1;213;269;596;20;9;1,16;20;8,6;1,18;2015;other;USA&KOR;University students;KOR;ENG;EngKor;younger;24,45;4,07;24,5;4,01;other;other;other;One;1;1;NA;Digits L1 (visual);V;1;SimpleSpan;WM;SimpleSpan;Forward;DigitSpan;3;reversed
Yang (2015);1;213;269;594;20;8,99;1,1;20;7,97;1,24;2015;other;USA&KOR;University students;KOR;ENG;EngKor;younger;24,45;4,07;24,5;4,01;other;other;other;One;1;1;NA;Digits L1 (auditory);V;1;SimpleSpan;WM;SimpleSpan;Backward;DigitSpan;3;reversed
Yang (2015);2;213;269;458;20;39,82;29,23;20;26,22;28,73;2015;other;USA&KOR;University students;KOR;ENG;EngKor;younger;23,5;2,37;24,5;4,01;other;other;high;One;1;1;NA;Squares/2 colours;NV;NA;Simon;Inhibition;SimonInhibition;Effect;SimonColors;1;
Yang (2015);2;213;270;459;20;423,94;87,44;20;395,71;34,74;2015;other;USA&KOR;University students;KOR;ENG;EngKor;younger;23,5;2,37;24,5;4,01;other;other;high;One;1;1;NA;Squares/2 colours;NV;NA;Simon;Monitoring;SimonMonitoring;Congruent;SimonColors;1;
Yang (2015);2;213;270;878;20;12;4,23;20;9,25;3,54;2015;other;USA&KOR;University students;KOR;ENG;EngKor;younger;23,5;2,37;24,5;4,01;other;other;high;One;1;1;NA;Colours and shapes;V;0;WisconsinCardSorting;Shifting;WisconsinCardSorting;PerseverativeErr;WisconsinCardSorting;3;
Yang (2015);2;213;270;601;20;8,21;1,59;20;8,82;1,23;2015;other;USA&KOR;University students;KOR;ENG;EngKor;younger;23,5;2,37;24,5;4,01;other;other;high;One;1;1;NA;Digits L1 (auditory);V;1;SimpleSpan;WM;SimpleSpan;Forward;DigitSpan;3;reversed
Yang (2015);2;213;270;488;20;85,3;26,49;20;78,65;21,52;2015;other;USA&KOR;University students;KOR;ENG;EngKor;younger;23,5;2,37;24,5;4,01;other;other;high;One;1;1;NA;Blue and yellow blocks;NV;NA;SimpleSpan;WM;SimpleSpan;All;Corsi;3;reversed
Yang (2015);2;213;270;600;20;7,68;1,45;20;7,97;1,24;2015;other;USA&KOR;University students;KOR;ENG;EngKor;younger;23,5;2,37;24,5;4,01;other;other;high;One;1;1;NA;Digits L1 (auditory);V;1;SimpleSpan;WM;SimpleSpan;Backward;DigitSpan;3;reversed
Yang (2015);2;213;270;598;20;7,97;1,18;20;8,6;1,18;2015;other;USA&KOR;University students;KOR;ENG;EngKor;younger;23,5;2,37;24,5;4,01;other;other;high;One;1;1;NA;Digits L1 (visual);V;1;SimpleSpan;WM;SimpleSpan;Forward;DigitSpan;3;reversed
Yang (2015);2;213;270;599;20;7,25;1,26;20;7,6;1,04;2015;other;USA&KOR;University students;KOR;ENG;EngKor;younger;23,5;2,37;24,5;4,01;other;other;high;One;1;1;NA;Digits L1 (visual);V;1;SimpleSpan;WM;SimpleSpan;Backward;DigitSpan;3;reversed
Blumenfeld et al. (2016);1;38;47;506;15;17,9;2,32;15;18,2;1,94;2016;peer;USA;Younger adults;ENG;SPA;EngSpa;younger;21,7;5,03;23,7;4,26;early;child;high;NA;NA;1;1;Digits (12 participants with ENG as L1 and 3 as L2);V;0;SimpleSpan;WM;SimpleSpan;Forward;DigitSpan;3;reversed
Blumenfeld et al. (2016);2;39;48;507;15;16,3;3,1;15;16,8;3,49;2016;peer;USA;Older adults;ENG;SPA;EngSpa;older;69,3;NA;70,3;NA;other;other;high;NA;NA;1;1;Digits (12 participants with ENG as L1 and 3 as L2);V;0;SimpleSpan;WM;SimpleSpan;Forward;DigitSpan;3;reversed
Brito et al. (2016);1;45;56;762;32;620;168;28;659;167;2016;peer;USA;University undergraduate students;ENG;> 2;other;younger;NA;NA;NA;NA;early;child;high;NA;NA;1;NA;Objects/words (no information on L1/L2);V;0;TaskSwitching;Monitoring;SwitchMonitoring;Repetition;ColorShape;1;
Brito et al. (2016);1;45;56;763;32;338;289,41;28;344;287,36;2016;peer;USA;University undergraduate students;ENG;> 2;other;younger;NA;NA;NA;NA;early;child;high;NA;NA;1;NA;Objects/words (no information on L1/L2);V;0;TaskSwitching;Shifting;TShifting;SCost;WordObject;1;
Brito et al. (2016);2;45;57;764;32;620;168;40;594;192;2016;peer;USA;University undergraduate students;ENG;> 2;other;younger;NA;NA;NA;NA;other;other;other;NA;NA;1;NA;Objects/words (no information on L1/L2);V;0;TaskSwitching;Monitoring;SwitchMonitoring;Repetition;WordObject;1;
Brito et al. (2016);2;45;57;765;32;338;289,41;40;347;325,71;2016;peer;USA;University undergraduate students;ENG;> 2;other;younger;NA;NA;NA;NA;other;other;other;NA;NA;1;NA;Objects/words (no information on L1/L2);V;0;TaskSwitching;Shifting;TShifting;SCost;WordObject;1;
Coderre et al. (2016);1;53;68;248;15;20;18,9;14;12,7;20,7;2016;peer;USA;Young adults;ENG;SPA;EngSpa;younger;24;6;25;3;other;child;high;NA;NA;NA;3;Arrows and words (SPA/L1);V;1;Flanker;Inhibition;FlankerInhibition;Effect;LinguisticFlanker;1;
Coderre et al. (2016);1;53;68;204;15;42;21,6;14;51;32,5;2016;peer;USA;Young adults;ENG;SPA;EngSpa;younger;24;6;25;3;other;child;high;NA;NA;NA;3;Arrows;NV;NA;Flanker;Inhibition;FlankerInhibition;Effect;Flanker;1;
Coderre et al. (2016);1;53;68;249;15;442,7;45,5;14;471,9;58,6;2016;peer;USA;Young adults;ENG;SPA;EngSpa;younger;24;6;25;3;other;child;high;NA;NA;NA;3;Arrows and words (SPA/L1);V;1;Flanker;Monitoring;FlankerMonitoring;GlobalRT;LinguisticFlanker;1;
Coderre et al. (2016);1;53;68;205;15;448,3;44,1;14;478,5;64,6;2016;peer;USA;Young adults;ENG;SPA;EngSpa;younger;24;6;25;3;other;child;high;NA;NA;NA;3;Arrows;NV;NA;Flanker;Monitoring;FlankerMonitoring;GlobalRT;Flanker;1;
Coderre et al. (2016);1;53;68;511;15;6,8;0,4;14;7,6;0,3;2016;peer;USA;Young adults;ENG;SPA;EngSpa;younger;24;6;25;3;other;child;high;NA;NA;NA;3;Digits (no information on language);V;0;SimpleSpan;WM;SimpleSpan;Forward;DigitSpan;3;reversed
Delcenserie & Genesee (2016);1;65;81;90;15;9,53;1,19;15;3,93;1,28;2016;peer;CAN;Undergraduate students;ENG;> 2;other;younger;22,07;1,28;21,33;2,47;early;child;high;Three;1;1;NA;Sentences and words (ENG/L2);V;2;ComplexSpan;WM;ComplexSpan;ComplexSpan;ListeningSpan;3;reversed
Delcenserie & Genesee (2016);1;65;81;616;15;10,53;1,77;15;8,93;1,33;2016;peer;CAN;Undergraduate students;ENG;> 2;other;younger;22,07;1,28;21,33;2,47;early;child;high;Three;1;1;NA;Squares with changing colors;NV;NA;SimpleSpan;WM;SimpleSpan;Forward;SpatialSpan;3;reversed
Delcenserie & Genesee (2016);1;65;81;617;15;11,53;1,81;15;8,2;0,86;2016;peer;CAN;Undergraduate students;ENG;> 2;other;younger;22,07;1,28;21,33;2,47;early;child;high;Three;1;1;NA;Squares with changing colors;NV;NA;SimpleSpan;WM;SimpleSpan;Backward;SpatialSpan;3;reversed
Delcenserie & Genesee (2016);1;65;81;515;15;63,87;10,48;15;53,8;10,68;2016;peer;CAN;Undergraduate students;ENG;> 2;other;younger;22,07;1,28;21,33;2,47;early;child;high;Three;1;1;NA;Digits (ENG/L2);V;2;SimpleSpan;WM;SimpleSpan;Forward;DigitSpan;3;reversed
Delcenserie & Genesee (2016);1;65;81;514;15;45,8;7,48;15;25,73;8,67;2016;peer;CAN;Undergraduate students;ENG;> 2;other;younger;22,07;1,28;21,33;2,47;early;child;high;Three;1;1;NA;Digits (ENG/L2);V;2;SimpleSpan;WM;SimpleSpan;Backward;DigitSpan;3;reversed
Delcenserie & Genesee (2016);2;65;82;91;15;6,87;3,02;15;3,93;1,28;2016;peer;CAN;Undergraduate students;ENG;> 2;other;younger;21,73;1,71;21,33;2,47;early;child;high;Three;1;1;NA;Sentences and words (ENG/L2);V;2;ComplexSpan;WM;ComplexSpan;ComplexSpan;ListeningSpan;3;reversed
Delcenserie & Genesee (2016);2;65;82;517;15;36,2;10,18;15;25,73;8,67;2016;peer;CAN;Undergraduate students;ENG;> 2;other;younger;21,73;1,71;21,33;2,47;early;child;high;Three;1;1;NA;Digits (ENG/L2);V;2;SimpleSpan;WM;SimpleSpan;Backward;DigitSpan;3;reversed
Delcenserie & Genesee (2016);2;65;82;516;15;58,6;10,12;15;53,8;10,68;2016;peer;CAN;Undergraduate students;ENG;> 2;other;younger;21,73;1,71;21,33;2,47;early;child;high;Three;1;1;NA;Digits (ENG/L2);V;2;SimpleSpan;WM;SimpleSpan;Forward;DigitSpan;3;reversed
Delcenserie & Genesee (2016);2;65;82;619;15;10,33;2,38;15;8,93;1,33;2016;peer;CAN;Undergraduate students;ENG;> 2;other;younger;21,73;1,71;21,33;2,47;early;child;high;Three;1;1;NA;Squares with changing colors;NV;NA;SimpleSpan;WM;SimpleSpan;Forward;SpatialSpan;3;reversed
Delcenserie & Genesee (2016);2;65;82;618;15;10,03;1,84;15;8,2;0,86;2016;peer;CAN;Undergraduate students;ENG;> 2;other;younger;21,73;1,71;21,33;2,47;early;child;high;Three;1;1;NA;Squares with changing colors;NV;NA;SimpleSpan;WM;SimpleSpan;Backward;SpatialSpan;3;reversed
Delcenserie & Genesee (2016);3;65;83;92;15;6,73;2,66;15;3,93;1,28;2016;peer;CAN;Undergraduate students;ENG;> 2;other;younger;22,47;1,46;21,33;2,47;other;other;high;Three;1;1;NA;Sentences and words (ENG/L2);V;2;ComplexSpan;WM;ComplexSpan;ComplexSpan;ListeningSpan;3;reversed
Delcenserie & Genesee (2016);3;65;83;518;15;36,47;9,41;15;25,73;8,67;2016;peer;CAN;Undergraduate students;ENG;> 2;other;younger;22,47;1,46;21,33;2,47;other;other;high;Three;1;1;NA;Digits (ENG/L2);V;2;SimpleSpan;WM;SimpleSpan;Backward;DigitSpan;3;reversed
Delcenserie & Genesee (2016);3;65;83;519;15;58,23;10,12;15;53,8;10,68;2016;peer;CAN;Undergraduate students;ENG;> 2;other;younger;22,47;1,46;21,33;2,47;other;other;high;Three;1;1;NA;Digits (ENG/L2);V;2;SimpleSpan;WM;SimpleSpan;Forward;DigitSpan;3;reversed
Delcenserie & Genesee (2016);3;65;83;620;15;9,73;1,28;15;8,2;0,86;2016;peer;CAN;Undergraduate students;ENG;> 2;other;younger;22,47;1,46;21,33;2,47;other;other;high;Three;1;1;NA;Squares with changing colors;NV;NA;SimpleSpan;WM;SimpleSpan;Backward;SpatialSpan;3;reversed
Delcenserie & Genesee (2016);3;65;83;621;15;10,33;2,38;15;8,93;1,33;2016;peer;CAN;Undergraduate students;ENG;> 2;other;younger;22,47;1,46;21,33;2,47;other;other;high;Three;1;1;NA;Squares with changing colors;NV;NA;SimpleSpan;WM;SimpleSpan;Forward;SpatialSpan;3;reversed
Duncan et al. (2016);1;68;86;384;22;36;42,17;19;32;31,51;2016;peer;CAN;Adults;ENG;FRE;EngFre;younger;23,67;4,6;23,1;4,2;other;child;high;Three;NA;1;1;NA (Bialystok et al., 2004);NV;NA;Simon;Inhibition;SimonInhibition;Effect;SimonColors;1;
Duncan et al. (2016);1;68;86;385;22;429;50,42;19;393;49,87;2016;peer;CAN;Adults;ENG;FRE;EngFre;younger;23,67;4,6;23,1;4,2;other;child;high;Three;NA;1;1;NA (Bialystok et al., 2004);NV;NA;Simon;Monitoring;SimonMonitoring;Congruent;SimonColors;1;
Duncan et al. (2016);1;68;86;866;22;13;9,1;19;11;10,59;2016;peer;CAN;Adults;ENG;FRE;EngFre;younger;23,67;4,6;23,1;4,2;other;child;high;Three;NA;1;1;Numbers and letters;V;0;TrailMaking;Shifting;TrailShifting;TrailEffect;TrailMaking;1;
Duncan et al. (2016);1;68;86;331;19;14,79;2,88;22;14,09;3,14;2016;peer;CAN;Adults;ENG;FRE;EngFre;younger;23,67;4,6;23,1;4,2;other;child;high;Three;NA;1;1;Letters and numbers;V;1;LNS;WM;LNS;LNS;LetterNumberSequence;3;reversed
Folke et al. (2016);1;73;91;523;31;16,03;3,73;31;17,97;4,85;2016;peer;UK;Young adults (most under- or postgraduates);ENG (> 2 for bilinguals);> 2;other;younger;25,3;4,5;22,3;3,7;other;other;NA;One;1;NA;NA;Digits (L2);V;2;SimpleSpan;WM;SimpleSpan;All;DigitSpan;3;reversed
Incera Burkert (2016);1;97;118;207;73;169;109;73;184;59;2016;other;USA;Volunteers from University's research pool;ENG;> 2;other;younger;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;Pictures of fish;NV;NA;Flanker;Inhibition;FlankerInhibition;Effect;Flanker;1;
Incera Burkert (2016);1;97;118;711;76;256;39;81;258;37;2016;other;USA;Volunteers from University's research pool;ENG;> 2;other;younger;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;Words;V;0;Stroop;Inhibition;StroopInhibition;Effect;StroopWordColor;1;
Incera Burkert (2016);1;97;118;208;76;1210;385;81;1172;302;2016;other;USA;Volunteers from University's research pool;ENG;> 2;other;younger;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;Pictures of fish;NV;NA;Flanker;Monitoring;FlankerMonitoring;GlobalRT;Flanker;1;
Incera Burkert (2016);1;97;118;712;76;1290;385;81;1257;355;2016;other;USA;Volunteers from University's research pool;ENG;> 2;other;younger;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;Words;V;0;Stroop;Monitoring;StroopMonitoring;GlobalRT;StroopWordColor;1;
Incera Burkert (2016);2;98;119;209;9;123;142;9;209;41;2016;other;USA;Volunteers from University's research pool;ENG;> 2;other;older;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;Pictures of fish;NV;NA;Flanker;Inhibition;FlankerInhibition;Effect;Flanker;1;
Incera Burkert (2016);2;98;119;713;13;409;100;10;432;148;2016;other;USA;Volunteers from University's research pool;ENG;> 2;other;older;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;Words;V;0;Stroop;Inhibition;StroopInhibition;Effect;StroopWordColor;1;
Incera Burkert (2016);2;98;119;210;13;1534;306;10;1813;412;2016;other;USA;Volunteers from University's research pool;ENG;> 2;other;older;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;Pictures of fish;NV;NA;Flanker;Monitoring;FlankerMonitoring;GlobalRT;Flanker;1;
Incera Burkert (2016);2;98;119;714;13;1741;451;10;1949;443;2016;other;USA;Volunteers from University's research pool;ENG;> 2;other;older;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;Words;V;0;Stroop;Monitoring;StroopMonitoring;GlobalRT;StroopWordColor;1;
